Time,node1,node2,node3,node4,node5,,
2021/8/7 14:39,156626944,216727552,682057728,1242673152,537444352,,
2021/8/7 14:39,156647424,216891392,680337408,1243017216,537915392,,
2021/8/7 14:39,156676096,216231936,682672128,1244954624,536223744,,
2021/8/7 14:40,156708864,216485888,683479040,1245401088,537288704,,
2021/8/7 14:40,157020160,216190976,682983424,1246625792,537706496,,
2021/8/7 14:40,157040640,215511040,679788544,1254473728,537366528,,
2021/8/7 14:40,157274112,215511040,679788544,1254768640,538349568,,
2021/8/7 14:40,157196288,215408640,678096896,1269030912,538148864,,
2021/8/7 14:40,157323264,215101440,678096896,1269338112,538574848,,
2021/8/7 14:41,157499392,214847488,678207488,1269338112,539566080,,
2021/8/7 14:41,157503488,215826432,679890944,1269616640,539582464,,
2021/8/7 14:41,157462528,217427968,682278912,1269616640,539922432,,
2021/8/7 14:41,157589504,217427968,682315776,1270472704,540139520,,
2021/8/7 14:41,157458432,215322624,681529344,1270255616,540487680,,
2021/8/7 14:41,157458432,215293952,681533440,1270620160,540786688,,
2021/8/7 14:42,157458432,215543808,685559808,1271607296,540274688,,
2021/8/7 14:42,157446144,215543808,686014464,1272320000,540393472,,
2021/8/7 14:42,157577216,213299200,686014464,1271468032,541302784,,
2021/8/7 14:42,157577216,213299200,683962368,1272344576,541167616,,
2021/8/7 14:42,157630464,214003712,682844160,1272344576,541605888,,
2021/8/7 14:42,157675520,213803008,684019712,1278119936,541331456,,
2021/8/7 14:43,157675520,214016000,684019712,1303498752,541728768,,
2021/8/7 14:43,157519872,215592960,682455040,1304199168,542433280,,
2021/8/7 14:43,157437952,216735744,682463232,1291321344,542449664,,
2021/8/7 14:43,157425664,215891968,683634688,1291665408,542662656,,
2021/8/7 14:43,157425664,215273472,688881664,1284579328,541995008,,
2021/8/7 14:43,157687808,216207360,687886336,1276895232,542703616,,
2021/8/7 14:44,157696000,216289280,687894528,1276895232,543059968,,
2021/8/7 14:44,157696000,218116096,687939584,1267478528,543133696,,
2021/8/7 14:44,157540352,216252416,687947776,1287847936,543150080,,
2021/8/7 14:44,157540352,216092672,689360896,1290084352,543444992,,
2021/8/7 14:44,158199808,213209088,686817280,1290342400,543510528,,
2021/8/7 14:44,158199808,214126592,687915008,1291194368,543674368,,
2021/8/7 14:45,157810688,214204416,690507776,1296916480,545398784,,
2021/8/7 14:45,157810688,216526848,690507776,1296961536,544768000,,
2021/8/7 14:45,157929472,217227264,690155520,1279406080,545058816,,
2021/8/7 14:45,157929472,217227264,690155520,1279406080,544940032,,
,27857752064,39100657664,1.20195E+11,2.20843E+11,94186872832,,
,153910232.4,216025733,664060650.8,1220127999,520369463.2,554898815.6,427570245.2
