Time,node1,node2,node3,node4,node5,,
2021/8/7 14:15,148377600,216993792,637054976,1191833600,484737024,,
2021/8/7 14:15,148385792,214360064,637489152,1192849408,484384768,,
2021/8/7 14:15,148365312,214687744,637792256,1193242624,486035456,,
2021/8/7 14:16,148660224,214716416,631455744,1193918464,487215104,,
2021/8/7 14:16,148660224,216264704,632606720,1195012096,487989248,,
2021/8/7 14:16,149045248,216907776,632619008,1194917888,488738816,,
2021/8/7 14:16,149270528,215408640,635150336,1195413504,488890368,,
2021/8/7 14:16,149352448,215412736,634220544,1195413504,488984576,,
2021/8/7 14:16,149442560,215412736,636297216,1195823104,489828352,,
2021/8/7 14:17,149479424,215359488,632975360,1195667456,491204608,,
2021/8/7 14:17,149483520,216485888,635527168,1196093440,490725376,,
2021/8/7 14:17,149577728,217948160,634990592,1185013760,491884544,,
2021/8/7 14:17,149577728,218173440,635981824,1186422784,493752320,,
2021/8/7 14:17,149430272,217944064,638717952,1161965568,493453312,,
2021/8/7 14:17,148971520,216035328,639250432,1159901184,493699072,,
2021/8/7 14:18,149073920,215003136,636493824,1159901184,495046656,,
2021/8/7 14:18,149405696,215003136,639311872,1157476352,495439872,,
2021/8/7 14:18,149504000,216629248,640413696,1158578176,495915008,,
2021/8/7 14:18,149504000,216883200,640352256,1158483968,495915008,,
2021/8/7 14:18,149733376,216760320,643391488,1158840320,496762880,,
2021/8/7 14:18,149790720,216367104,644280320,1160732672,498409472,,
2021/8/7 14:19,149823488,216653824,646074368,1159905280,498409472,,
2021/8/7 14:19,149872640,216776704,645476352,1161330688,498909184,,
2021/8/7 14:19,150085632,216731648,647278592,1161330688,499744768,,
2021/8/7 14:19,150110208,216616960,647270400,1162489856,498057216,,
2021/8/7 14:19,150142976,216711168,647749632,1162592256,498282496,,
2021/8/7 14:19,149872640,216711168,648732672,1162866688,498651136,,
2021/8/7 14:20,149848064,215871488,647356416,1169743872,498937856,,
2021/8/7 14:20,149848064,216469504,647987200,1170370560,498937856,,
2021/8/7 14:20,149987328,217321472,648761344,1170550784,499421184,,
2021/8/7 14:20,150056960,213934080,647151616,1171349504,500215808,,
2021/8/7 14:20,150056960,213934080,647151616,1173176320,500215808,,
2021/8/7 14:20,150048768,215543808,647061504,1171611648,500125696,,
2021/8/7 14:21,150089728,215121920,648110080,1171804160,500826112,,
2021/8/7 14:21,150233088,215121920,648044544,1173200896,500924416,,
2021/8/7 14:21,150441984,215031808,646103040,1174704128,499445760,,
2021/8/7 14:21,150306816,216899584,644165632,1175646208,500400128,,
2021/8/7 14:21,150429696,216899584,644947968,1175719936,500019200,,
2021/8/7 14:21,150310912,218017792,646721536,1176227840,500916224,,
2021/8/7 14:22,150188032,218062848,647262208,1178083328,501735424,,
2021/8/7 14:22,150618112,217968640,646029312,1179049984,503062528,,
2021/8/7 14:22,150933504,215801856,648007680,1180176384,503062528,,
2021/8/7 14:22,150986752,216924160,649256960,1180483584,502304768,,
2021/8/7 14:22,150732800,216788992,649048064,1180839936,502874112,,
2021/8/7 14:22,150691840,217542656,648998912,1181716480,502874112,,
2021/8/7 14:23,150568960,215941120,649707520,1182658560,503672832,,
2021/8/7 14:23,150568960,215994368,649707520,1182601216,504279040,,
2021/8/7 14:23,150806528,216461312,652161024,1189257216,504561664,,
2021/8/7 14:23,150839296,216588288,652496896,1189203968,505643008,,
2021/8/7 14:23,151093248,217575424,650973184,1190133760,505753600,,
2021/8/7 14:23,150970368,217423872,651710464,1190858752,506343424,,
2021/8/7 14:24,150872064,216031232,651776000,1190965248,506376192,,
2021/8/7 14:24,150867968,217378816,651628544,1191874560,507416576,,
2021/8/7 14:24,150732800,216248320,653246464,1200431104,507371520,,
2021/8/7 14:24,150732800,213282816,654536704,1200529408,508157952,,
2021/8/7 14:24,151134208,213282816,654577664,1200435200,508968960,,
2021/8/7 14:24,150917120,214831104,652976128,1200574464,508469248,,
2021/8/7 14:25,150917120,213614592,653975552,1201737728,509476864,,
2021/8/7 14:25,151126016,213032960,654098432,1201946624,510050304,,
2021/8/7 14:25,150700032,212529152,654131200,1201930240,510050304,,
2021/8/7 14:25,150700032,214196224,654557184,1202122752,508817408,,
2021/8/7 14:25,150765568,214196224,654491648,1202122752,508817408,,
2021/8/7 14:25,150765568,218136576,652546048,1203195904,510304256,,
2021/8/7 14:26,151334912,214933504,655986688,1203527680,510255104,,
2021/8/7 14:26,151654400,215379968,653758464,1203466240,511975424,,
2021/8/7 14:26,151420928,215318528,653758464,1205219328,512614400,,
2021/8/7 14:26,151474176,217223168,653426688,1206468608,512376832,,
2021/8/7 14:26,152080384,216309760,654643200,1206468608,514359296,,
2021/8/7 14:26,151977984,215269376,654991360,1207955456,514035712,,
2021/8/7 14:27,151957504,215199744,656457728,1207955456,514203648,,
2021/8/7 14:27,151957504,214859776,656957440,1207234560,514203648,,
2021/8/7 14:27,152059904,216268800,654438400,1207234560,515743744,,
2021/8/7 14:27,152096768,215646208,658202624,1204162560,516034560,,
2021/8/7 14:27,152096768,215457792,660578304,1204215808,516997120,,
2021/8/7 14:27,152113152,214732800,660922368,1205321728,516997120,,
2021/8/7 14:28,151814144,215060480,660922368,1211674624,518139904,,
2021/8/7 14:28,152064000,215285760,656220160,1218887680,518373376,,
2021/8/7 14:28,151797760,216526848,659898368,1218560000,519053312,,
2021/8/7 14:28,151797760,216006656,661753856,1218482176,519507968,,
2021/8/7 14:28,151797760,216481792,663560192,1217916928,521277440,,
2021/8/7 14:28,153591808,216051712,665329664,1220538368,520925184,,
2021/8/7 14:29,153497600,216293376,665985024,1220935680,520867840,,
2021/8/7 14:29,153501696,217550848,666038272,1221783552,524754944,,
2021/8/7 14:29,153612288,217554944,663674880,1222139904,521961472,,
2021/8/7 14:29,153968640,216453120,665092096,1222369280,522072064,,
2021/8/7 14:29,154185728,216453120,667283456,1223168000,523014144,,
2021/8/7 14:29,154185728,216158208,667299840,1222926336,523116544,,
2021/8/7 14:30,154230784,214020096,667230208,1223467008,522579968,,
2021/8/7 14:30,153993216,214020096,668090368,1223573504,523710464,,
2021/8/7 14:30,154144768,214548480,669724672,1224413184,523829248,,
2021/8/7 14:30,154185728,214904832,669511680,1225367552,523653120,,
2021/8/7 14:30,154406912,214904832,670306304,1225420800,523915264,,
2021/8/7 14:30,154406912,212504576,670388224,1226842112,537194496,,
2021/8/7 14:31,154210304,211132416,670412800,1227448320,536969216,,
2021/8/7 14:31,154210304,211410944,672219136,1229475840,536969216,,
2021/8/7 14:31,156459008,214978560,672411648,1230180352,523046912,,
2021/8/7 14:31,156479488,214978560,671903744,1230254080,524357632,,
2021/8/7 14:31,156651520,214491136,671903744,1218617344,525582336,,
2021/8/7 14:31,156647424,215482368,671358976,1219235840,525393920,,
2021/8/7 14:32,156647424,215531520,673120256,1219407872,525393920,,
2021/8/7 14:32,156471296,217657344,668467200,1225883648,526458880,,
2021/8/7 14:32,156954624,217485312,668372992,1226960896,526135296,,
2021/8/7 14:32,156987392,216494080,669757440,1228021760,526950400,,
2021/8/7 14:32,157040640,216616960,669835264,1226907648,527917056,,
2021/8/7 14:32,156700672,216358912,669855744,1227546624,526761984,,
2021/8/7 14:33,156700672,216645632,667045888,1227718656,527695872,,
2021/8/7 14:33,157208576,216547328,669876224,1227964416,528584704,,
2021/8/7 14:33,156725248,216875008,671047680,1229299712,528867328,,
2021/8/7 14:33,156819456,216780800,671522816,1229836288,528867328,,
2021/8/7 14:33,157261824,216547328,671514624,1230245888,529661952,,
2021/8/7 14:33,156631040,216219648,670851072,1230708736,529903616,,
2021/8/7 14:34,156692480,216567808,671047680,1231048704,530472960,,
2021/8/7 14:34,156749824,216215552,670756864,1232080896,530599936,,
2021/8/7 14:34,156901376,216510464,673988608,1232560128,531202048,,
2021/8/7 14:34,156905472,216735744,674242560,1232863232,532385792,,
2021/8/7 14:34,156909568,217079808,671490048,1233580032,532213760,,
2021/8/7 14:34,156905472,217657344,671461376,1233424384,532213760,,
2021/8/7 14:35,156782592,216346624,672309248,1234120704,533147648,,
2021/8/7 14:35,156782592,217014272,673030144,1234120704,533950464,,
2021/8/7 14:35,157368320,216920064,673030144,1228054528,533553152,,
2021/8/7 14:35,157200384,216952832,673808384,1226764288,533712896,,
2021/8/7 14:35,157122560,217833472,675794944,1228443648,533712896,,
2021/8/7 14:35,157192192,217858048,675774464,1229512704,534917120,,
2021/8/7 14:36,156844032,215867392,676474880,1229799424,534917120,,
2021/8/7 14:36,156844032,216195072,675627008,1230217216,534917120,,
2021/8/7 14:36,156934144,215724032,676777984,1230127104,531447808,,
2021/8/7 14:36,156925952,215625728,677003264,1230118912,531845120,,
2021/8/7 14:36,156950528,217513984,675405824,1230118912,532078592,,
2021/8/7 14:36,156868608,217972736,673984512,1229385728,532807680,,
2021/8/7 14:37,156745728,217522176,674496512,1230163968,532299776,,
2021/8/7 14:37,156745728,217522176,673832960,1229971456,533147648,,
2021/8/7 14:37,156758016,217202688,674295808,1231265792,533811200,,
2021/8/7 14:37,156774400,217235456,674131968,1237905408,533794816,,
2021/8/7 14:37,156950528,217235456,674824192,1238577152,533975040,,
2021/8/7 14:37,156762112,218001408,675008512,1238577152,535248896,,
2021/8/7 14:38,156975104,218144768,675729408,1238573056,535928832,,
2021/8/7 14:38,156979200,217063424,680370176,1239392256,536346624,,
2021/8/7 14:38,156848128,217702400,680648704,1239392256,536031232,,
2021/8/7 14:38,157126656,217673728,680194048,1240023040,536145920,,
2021/8/7 14:38,157126656,217710592,680026112,1240305664,536215552,,
2021/8/7 14:38,156815360,217448448,678035456,1240907776,536051712,,
2021/8/7 14:39,156598272,217477120,679112704,1242107904,536805376,,
2021/8/7 14:39,156598272,216748032,678928384,1241858048,538062848,,
2021/8/7 14:39,156590080,216117248,678993920,1242243072,538062848,,
