Time,node1,node2,node3,node4,node5,,
2021/8/7 18:19,73154560,73445376,85970944,1800110080,104271872,,
2021/8/7 18:19,73076736,73125888,85925888,1801404416,105197568,,
2021/8/7 18:19,73076736,73158656,85811200,1802469376,105226240,,
2021/8/7 18:19,73076736,73158656,86073344,1803313152,105279488,,
2021/8/7 18:19,73334784,73158656,86188032,1804058624,105279488,,
2021/8/7 18:19,73334784,73207808,86003712,1805619200,105369600,,
2021/8/7 18:20,73117696,73207808,86196224,1803120640,104779776,,
2021/8/7 18:20,73285632,73183232,86196224,1803169792,104779776,,
2021/8/7 18:20,73285632,73183232,86077440,1805103104,106225664,,
2021/8/7 18:20,73654272,73199616,86732800,1806086144,106618880,,
2021/8/7 18:20,73764864,73199616,86568960,1808097280,106397696,,
2021/8/7 18:20,73826304,73093120,86568960,1809932288,106668032,,
2021/8/7 18:21,73715712,73273344,86708224,1809809408,106668032,,
2021/8/7 18:21,73990144,73273344,86454272,1811849216,106651648,,
2021/8/7 18:21,73990144,73195520,86454272,1812267008,106975232,,
2021/8/7 18:21,73908224,73195520,86454272,1814024192,106860544,,
2021/8/7 18:21,73822208,73072640,86454272,1814159360,106364928,,
2021/8/7 18:21,73822208,73011200,86327296,1816076288,106364928,,
2021/8/7 18:22,73904128,73011200,86327296,1819406336,106594304,,
2021/8/7 18:22,73904128,72900608,84762624,1819291648,107106304,,
2021/8/7 18:22,73613312,72896512,84762624,1821384704,106991616,,
2021/8/7 18:22,73777152,73195520,84762624,1823354880,104378368,,
2021/8/7 18:22,73777152,73195520,84762624,1822973952,104378368,,
2021/8/7 18:22,73846784,73555968,84832256,1822937088,104611840,,
2021/8/7 18:23,73621504,72830976,84832256,1823453184,104722432,,
2021/8/7 18:23,73867264,72830976,83947520,1824227328,104611840,,
2021/8/7 18:23,73867264,73244672,84492288,1827024896,104763392,,
2021/8/7 18:23,73572352,73244672,84123648,1820286976,102961152,,
2021/8/7 18:23,73572352,73605120,84123648,1821798400,102961152,,
2021/8/7 18:23,73687040,73605120,84123648,1823064064,102666240,,
2021/8/7 18:24,73695232,73424896,84344832,1824321536,102830080,,
2021/8/7 18:24,73695232,73322496,84574208,1823567872,103473152,,
2021/8/7 18:24,73670656,73437184,84574208,1821016064,103473152,,
2021/8/7 18:24,73670656,73080832,84746240,1819496448,103669760,,
2021/8/7 18:24,73572352,73080832,85524480,1821540352,103751680,,
2021/8/7 18:24,73342976,73089024,85229568,1820508160,103870464,,
2021/8/7 18:25,73347072,73211904,85557248,1824993280,104009728,,
2021/8/7 18:25,73461760,73605120,84221952,1826799616,103202816,,
2021/8/7 18:25,73994240,73605120,84201472,1830236160,102932480,,
2021/8/7 18:25,73588736,73089024,84459520,1832857600,103600128,,
2021/8/7 18:25,73703424,73089024,84459520,1834369024,104116224,,
2021/8/7 18:25,73867264,73551872,84193280,1834168320,104099840,,
2021/8/7 18:26,73551872,72904704,84140032,1833504768,104562688,,
2021/8/7 18:26,73551872,72904704,84328448,1834033152,104366080,,
2021/8/7 18:26,73416704,73277440,84557824,1833189376,104366080,,
2021/8/7 18:26,73351168,69877760,84455424,1834930176,104611840,,
2021/8/7 18:26,73351168,69877760,84733952,1836093440,104718336,,
2021/8/7 18:26,73351168,70012928,84578304,1837461504,101249024,,
2021/8/7 18:27,73351168,72798208,84578304,1838174208,101691392,,
2021/8/7 18:27,73461760,73551872,84553728,1838387200,101986304,,
2021/8/7 18:27,73560064,72617984,84566016,1839194112,101986304,,
2021/8/7 18:27,73449472,72617984,84697088,1842941952,102068224,,
2021/8/7 18:27,73502720,73043968,84697088,1841459200,102969344,,
2021/8/7 18:27,73502720,73043968,85266432,1840467968,102760448,,
2021/8/7 18:28,73732096,73043968,85127168,1840615424,102760448,,
2021/8/7 18:28,73465856,73326592,84910080,1849667584,101003264,,
2021/8/7 18:28,73465856,73326592,84910080,1850662912,102223872,,
2021/8/7 18:28,73465856,73166848,85266432,1848049664,104476672,,
2021/8/7 18:28,73506816,73605120,85016576,1851310080,103817216,,
2021/8/7 18:28,73482240,73605120,85016576,1853497344,103866368,,
2021/8/7 18:29,73482240,73605120,84996096,1855193088,103936000,,
2021/8/7 18:29,73756672,73605120,83976192,1855864832,104894464,,
2021/8/7 18:29,73441280,72839168,84103168,1856647168,105091072,,
2021/8/7 18:29,73351168,73396224,83976192,1860046848,104325120,,
2021/8/7 18:29,73351168,73396224,83976192,1861316608,104325120,,
2021/8/7 18:29,73375744,73027584,84447232,1861115904,106668032,,
2021/8/7 18:30,73375744,73207808,84819968,1861775360,106668032,,
2021/8/7 18:30,73486336,73547776,84819968,1863147520,106590208,,
2021/8/7 18:30,73633792,73547776,86671360,1863176192,105148416,,
2021/8/7 18:30,73633792,70475776,86671360,1865666560,105308160,,
2021/8/7 18:30,73351168,70475776,86573056,1866588160,106422272,,
2021/8/7 18:30,73351168,73469952,86269952,1869287424,106561536,,
2021/8/7 18:31,73351168,73121792,86401024,1868320768,105754624,,
2021/8/7 18:31,73351168,73121792,86429696,1866534912,105734144,,
2021/8/7 18:31,73486336,73084928,86364160,1866539008,105697280,,
2021/8/7 18:31,73351168,72990720,86364160,1868025856,105525248,,
2021/8/7 18:31,73515008,72990720,85852160,1869381632,102375424,,
2021/8/7 18:31,73515008,73310208,85852160,1870729216,103038976,,
2021/8/7 18:32,73416704,70791168,85901312,1875046400,103895040,,
2021/8/7 18:32,73351168,70995968,85970944,1879859200,103895040,,
2021/8/7 18:32,73351168,70995968,85970944,1880150016,103895040,,
2021/8/7 18:32,73687040,70938624,86093824,1882910720,103780352,,
2021/8/7 18:32,73687040,70938624,86204416,1887412224,104411136,,
2021/8/7 18:32,73527296,70946816,86147072,1886208000,104411136,,
2021/8/7 18:33,73527296,70946816,86147072,1890144256,103571456,,
2021/8/7 18:33,73523200,72560640,86077440,1890729984,103571456,,
2021/8/7 18:33,73785344,73347072,86077440,1889861632,104075264,,
2021/8/7 18:33,73064448,73347072,86024192,1876824064,104050688,,
2021/8/7 18:33,73064448,73392128,85774336,1877020672,104050688,,
2021/8/7 18:33,73138176,73457664,85774336,1880657920,104620032,,
2021/8/7 18:34,73191424,73457664,85389312,1882595328,104620032,,
2021/8/7 18:34,73191424,73662464,85389312,1885442048,104800256,,
2021/8/7 18:34,73015296,73662464,85245952,1887399936,104714240,,
2021/8/7 18:34,73015296,73523200,85245952,1886801920,104923136,,
2021/8/7 18:34,73064448,73523200,85094400,1889697792,105779200,,
2021/8/7 18:34,73064448,71385088,85094400,1890041856,105988096,,
2021/8/7 18:35,73064448,71385088,85176320,1892700160,106127360,,
2021/8/7 18:35,73154560,72790016,85307392,1890758656,106016768,,
2021/8/7 18:35,73232384,73076736,85389312,1891303424,106016768,,
2021/8/7 18:35,73232384,73076736,85651456,1893785600,106184704,,
2021/8/7 18:35,73232384,73551872,85741568,1873727488,106070016,,
2021/8/7 18:35,73109504,73551872,85635072,1875779584,106168320,,
2021/8/7 18:36,73109504,73093120,86233088,1881784320,105164800,,
2021/8/7 18:36,73089024,73093120,86454272,1892909056,105164800,,
2021/8/7 18:36,73089024,73551872,86294528,1894518784,105951232,,
2021/8/7 18:36,73146368,73551872,86073344,1899032576,106397696,,
2021/8/7 18:36,73285632,71954432,86372352,1901084672,106086400,,
2021/8/7 18:36,73285632,72732672,86372352,1913024512,104677376,,
2021/8/7 18:37,72982528,73351168,85745664,1913548800,104235008,,
2021/8/7 18:37,72982528,73351168,85745664,1921150976,104898560,,
2021/8/7 18:37,72982528,73449472,85528576,1922277376,104820736,,
2021/8/7 18:37,72982528,73220096,85831680,1921912832,105312256,,
2021/8/7 18:37,72982528,73220096,85835776,1924038656,104173568,,
2021/8/7 18:37,72982528,73314304,85725184,1924255744,104173568,,
2021/8/7 18:38,72982528,73224192,85794816,1926430720,104837120,,
2021/8/7 18:38,73007104,73109504,84815872,1928380416,104837120,,
2021/8/7 18:38,72982528,73613312,85184512,1931653120,104398848,,
2021/8/7 18:38,73187328,73613312,85184512,1931407360,104398848,,
2021/8/7 18:38,73187328,73138176,84783104,1936433152,104833024,,
2021/8/7 18:38,73289728,73138176,84783104,1938006016,104914944,,
2021/8/7 18:39,73289728,73195520,85774336,1939902464,104914944,,
2021/8/7 18:39,73154560,72613888,85774336,1941606400,103391232,,
2021/8/7 18:39,72982528,72613888,85856256,1942372352,103452672,,
2021/8/7 18:39,73187328,72835072,85053440,1942147072,104251392,,
2021/8/7 18:39,73187328,72929280,85102592,1938866176,104230912,,
2021/8/7 18:39,73056256,72929280,85102592,1940303872,104169472,,
2021/8/7 18:40,73056256,72867840,85876736,1941995520,104087552,,
2021/8/7 18:40,73162752,72757248,85839872,1941180416,106373120,,
2021/8/7 18:40,73162752,72757248,85848064,1944117248,106127360,,
2021/8/7 18:40,72998912,70967296,85737472,1936867328,105644032,,
2021/8/7 18:40,72990720,72916992,85946368,1938919424,106270720,,
2021/8/7 18:40,72990720,72916992,85569536,1945595904,105852928,,
2021/8/7 18:41,73412608,73601024,85569536,1945595904,105545728,,
2021/8/7 18:41,73285632,73601024,85606400,1948495872,105631744,,
2021/8/7 18:41,73285632,73154560,85479424,1948712960,105631744,,
2021/8/7 18:41,73285632,73154560,85479424,1948712960,105877504,,
,13290389504,13203591168,15431344128,3.34014E+11,18947670016,,
,73427566.32,72948017.5,85256044.91,1845380701,104683259.8,436339118,787783441.4
