Time,productpage,details,ratings,review-v1,review-v2,review-v3
2021/8/10 9:08,227905536,85299200,68042752,212955136,178663424,205692928
2021/8/10 9:09,226914304,85299200,68042752,211853312,178671616,205692928
2021/8/10 9:09,226914304,85303296,68042752,211984384,178802688,205692928
2021/8/10 9:09,226914304,85311488,68042752,211861504,180424704,205692928
2021/8/10 9:09,228151296,85311488,68042752,211861504,183164928,205692928
2021/8/10 9:10,227246080,85475328,9527296,68141056,120516608,205692928
2021/8/10 9:10,227246080,84549632,9527296,68141056,120516608,205692928
2021/8/10 9:10,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:10,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:11,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:11,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:11,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:11,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:12,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:12,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:12,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:12,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:13,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:13,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:13,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:13,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:14,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:14,227246080,84549632,8589312,68141056,120516608,205692928
2021/8/10 9:14,116826112,60104704,8589312,68141056,120516608,205692928
2021/8/10 9:14,0,60104704,8589312,1003520,933888,933888
2021/8/10 9:17,937984,958464,970752,901120,1019904,897024
2021/8/10 9:17,937984,958464,19189760,2859008,925696,897024
2021/8/10 9:18,937984,958464,6144000,2859008,925696,897024
2021/8/10 9:18,16011264,958464,6144000,143310848,925696,88866816
2021/8/10 9:18,62390272,7786496,6144000,143904768,13447168,88780800
2021/8/10 9:18,77438976,7786496,21524480,143908864,84119552,89448448
2021/8/10 9:19,117956608,15044608,62038016,144027648,84135936,102457344
2021/8/10 9:19,118071296,28323840,62173184,144060416,97796096,142499840
2021/8/10 9:19,118071296,67137536,62181376,144109568,140349440,142815232
2021/8/10 9:19,118083584,67137536,62197760,148316160,140386304,142938112
2021/8/10 9:20,118104064,67166208,62201856,148316160,140316672,142831616
2021/8/10 9:20,118112256,67194880,62210048,147898368,140296192,142864384
2021/8/10 9:20,118120448,67194880,62226432,147914752,140328960,142880768
2021/8/10 9:20,118120448,69312512,62226432,147918848,140353536,145022976
2021/8/10 9:21,118149120,69312512,62263296,147927040,142462976,145313792
2021/8/10 9:21,118161408,69345280,62267392,147939328,142487552,145313792
2021/8/10 9:21,118423552,69345280,62267392,141926400,142503936,145088512
2021/8/10 9:21,118169600,69349376,62275584,141598720,142516224,145092608
2021/8/10 9:22,118202368,69353472,62283776,141598720,142524416,145223680
2021/8/10 9:22,118202368,69357568,62287872,141598720,137932800,146272256
2021/8/10 9:22,118206464,69373952,62287872,141598720,137932800,150478848
2021/8/10 9:22,118337536,69382144,62287872,142606336,137949184,150478848
2021/8/10 9:23,117583872,69382144,60026880,148983808,137953280,150478848
2021/8/10 9:23,103579648,66084864,60026880,151810048,137965568,145485824
2021/8/10 9:23,103579648,66097152,60026880,152158208,133636096,145502208
2021/8/10 9:23,107110400,66097152,60030976,152158208,133636096,145502208
2021/8/10 9:24,107110400,66097152,60030976,152158208,133644288,145506304
2021/8/10 9:24,109244416,66097152,60030976,152756224,133705728,145510400
2021/8/10 9:24,109244416,66097152,60030976,152756224,133656576,172290048
2021/8/10 9:24,236290048,73867264,63823872,172187648,166494208,177418240
2021/8/10 9:25,243560448,74559488,63307776,176058368,158740480,163819520
2021/8/10 9:25,254087168,74608640,63823872,172990464,159076352,164868096
2021/8/10 9:25,260214784,76840960,65765376,173101056,158834688,176226304
2021/8/10 9:25,260976640,78929920,64864256,176775168,162308096,174530560
2021/8/10 9:26,261779456,79888384,66904064,176807936,162840576,170930176
2021/8/10 9:26,261816320,82845696,65585152,177090560,169218048,171458560
2021/8/10 9:26,257867776,83017728,67903488,177672192,168558592,172216320
2021/8/10 9:26,272576512,85995520,68395008,255299584,168738816,244543488
2021/8/10 9:27,274194432,85643264,68980736,255762432,181534720,245530624
2021/8/10 9:27,274223104,86462464,68976640,186273792,181719040,181329920
2021/8/10 9:27,266756096,86663168,69083136,188489728,181813248,181268480
2021/8/10 9:27,275509248,86781952,68780032,188264448,181706752,181293056
2021/8/10 9:28,260059136,87027712,68984832,188407808,181858304,181710848
2021/8/10 9:28,258801664,87838720,69517312,189730816,181760000,184827904
2021/8/10 9:28,238915584,87838720,69771264,192151552,181825536,184967168
2021/8/10 9:28,263143424,88207360,69742592,194740224,181805056,185176064
2021/8/10 9:29,264105984,88788992,69742592,194756608,182743040,185184256
2021/8/10 9:29,273358848,89305088,70057984,194428928,184836096,185401344
2021/8/10 9:29,265777152,89010176,69378048,194588672,184913920,185311232
2021/8/10 9:29,265768960,89010176,71778304,194514944,184844288,185311232
2021/8/10 9:30,270381056,88522752,71753728,196644864,184889344,185282560
2021/8/10 9:30,263962624,88576000,71884800,196763648,184889344,185331712
2021/8/10 9:30,263962624,88576000,71888896,196681728,184946688,185352192
2021/8/10 9:30,263417856,88662016,72450048,196751360,185016320,185384960
2021/8/10 9:31,230117376,88592384,71884800,196751360,185159680,185397248
2021/8/10 9:31,230117376,88068096,71806976,196767744,185077760,187711488
2021/8/10 9:31,230117376,88068096,72704000,196808704,185098240,187723776
2021/8/10 9:31,230117376,88068096,72650752,196808704,185253888,190504960
2021/8/10 9:32,230117376,88068096,72458240,197103616,185434112,190603264
2021/8/10 9:32,272121856,88915968,72597504,197103616,187486208,191463424
2021/8/10 9:32,273301504,89432064,72679424,197156864,187523072,194420736
2021/8/10 9:32,273313792,90583040,72273920,197156864,187555840,194490368
2021/8/10 9:33,273432576,90697728,72884224,197091328,187514880,194490368
2021/8/10 9:33,275017728,90947584,72830976,197128192,189882368,196460544
2021/8/10 9:33,279760896,90959872,72855552,199495680,191451136,196415488
2021/8/10 9:33,280535040,91193344,72269824,198094848,192413696,196509696
2021/8/10 9:34,266178560,91217920,73048064,195936256,194052096,196509696
2021/8/10 9:34,268587008,90894336,72691712,198070272,195145728,192520192
2021/8/10 9:34,268038144,90861568,72429568,201175040,195686400,193454080
2021/8/10 9:34,266645504,90288128,72368128,201347072,197943296,193470464
2021/8/10 9:35,272150528,91127808,73322496,201269248,198164480,196956160
2021/8/10 9:35,267603968,91127808,72990720,203407360,198164480,196755456
2021/8/10 9:35,274669568,90808320,72155136,203304960,200282112,196800512
2021/8/10 9:35,263438336,90816512,73207808,203321344,200286208,196800512
2021/8/10 9:36,280817664,90791936,74432512,203194368,200171520,198828032
2021/8/10 9:36,337272832,91074560,72630272,205193216,200044544,198705152
2021/8/10 9:36,429830144,91484160,73187328,205213696,202153984,198926336
2021/8/10 9:36,431755264,91725824,72937472,205381632,202059776,200912896
2021/8/10 9:37,437379072,92667904,73166848,205299712,202059776,200986624
2021/8/10 9:37,441257984,92798976,75476992,207736832,204488704,201027584
2021/8/10 9:37,439279616,93310976,72966144,207736832,204394496,201265152
2021/8/10 9:37,438566912,93466624,73285632,208076800,204451840,201801728
2021/8/10 9:38,447930368,94490624,73314304,212078592,204484608,204140544
2021/8/10 9:38,452210688,94490624,73322496,212103168,206589952,204210176
2021/8/10 9:38,458403840,94474240,72552448,214253568,206467072,204886016
2021/8/10 9:38,451133440,98320384,72843264,215068672,206467072,207245312
2021/8/10 9:39,453726208,98852864,73121792,216985600,208433152,207257600
2021/8/10 9:39,450678784,98459648,74289152,216911872,208437248,207126528
2021/8/10 9:39,444104704,97988608,73539584,216903680,208445440,209223680
2021/8/10 9:39,445067264,97988608,73453568,216965120,210415616,209092608
2021/8/10 9:40,452861952,98648064,73146368,217333760,210300928,209100800
2021/8/10 9:40,448352256,98729984,73216000,217333760,210169856,211206144
2021/8/10 9:40,431722496,99487744,73342976,217559040,212324352,211214336
2021/8/10 9:40,441049088,99586048,73678848,217849856,212295680,211222528
2021/8/10 9:41,444747776,99586048,73371648,220618752,212299776,211234816
2021/8/10 9:41,436031488,98693120,73371648,220618752,212172800,211107840
2021/8/10 9:41,414597120,98865152,73498624,220565504,212418560,213217280
2021/8/10 9:41,405852160,97853440,73555968,223404032,212402176,213200896
2021/8/10 9:42,406474752,96952320,73314304,223404032,212402176,213204992
2021/8/10 9:42,407523328,96960512,73314304,223404032,207802368,213204992
2021/8/10 9:42,407527424,96960512,73314304,223404032,207802368,213204992
2021/8/10 9:42,407531520,97095680,73314304,223404032,207802368,213204992
2021/8/10 9:43,404615168,96985088,73314304,223535104,207802368,213213184
2021/8/10 9:43,404615168,96993280,73314304,225538048,207802368,213213184
2021/8/10 9:43,404615168,96993280,73314304,225538048,207802368,213221376
2021/8/10 9:43,404619264,96993280,73314304,225538048,207802368,213221376
2021/8/10 9:44,405078016,96993280,73314304,225538048,207798272,213221376
2021/8/10 9:44,404381696,97001472,73314304,225538048,207757312,213221376
2021/8/10 9:44,403259392,97009664,73314304,225538048,207757312,213221376
2021/8/10 9:44,403288064,97009664,73314304,225538048,207757312,213221376
2021/8/10 9:45,403288064,97017856,73314304,225562624,207757312,213221376
2021/8/10 9:45,400904192,97017856,73314304,225566720,207757312,210239488
2021/8/10 9:45,400916480,97026048,73314304,215773184,207757312,208011264
2021/8/10 9:45,400916480,97026048,73314304,215773184,207757312,208019456
2021/8/10 9:46,400916480,97034240,73314304,215773184,207757312,208019456
2021/8/10 9:46,404299776,97034240,73314304,215773184,207863808,208019456
2021/8/10 9:46,404299776,97165312,73314304,215773184,207761408,208027648
2021/8/10 9:46,405880832,97042432,73314304,215773184,207761408,208027648
2021/8/10 9:47,405880832,97050624,73314304,215773184,207761408,209240064
2021/8/10 9:47,405884928,97050624,73314304,215773184,207761408,211898368
2021/8/10 9:47,404004864,97058816,73314304,215773184,207761408,212144128
2021/8/10 9:47,405053440,97058816,73314304,215773184,207667200,212144128
2021/8/10 9:48,404926464,97058816,73314304,215773184,207667200,212152320
2021/8/10 9:48,292982784,65236992,10059776,72626176,207667200,212152320
2021/8/10 9:48,292982784,65236992,10059776,72626176,207667200,212152320
2021/8/10 9:48,292982784,65236992,10059776,72626176,207667200,212152320
2021/8/10 9:49,292982784,65236992,10059776,72626176,207667200,212152320
2021/8/10 9:49,292982784,65236992,10059776,72626176,207667200,212152320
2021/8/10 9:49,292982784,65236992,10059776,72626176,207667200,212152320
2021/8/10 9:49,293916672,66191360,10960896,73527296,208584704,213078016
2021/8/10 9:50,310018048,66191360,10960896,75350016,208584704,228147200
2021/8/10 9:50,356253696,66191360,10960896,175452160,224940032,307515392
2021/8/10 9:50,356126720,74199040,31322112,215957504,293183488,307515392
2021/8/10 9:50,370302976,80388096,18587648,218370048,293650432,308236288
2021/8/10 9:51,411975680,91262976,18587648,218279936,293531648,320331776
2021/8/10 9:51,411975680,133611520,18587648,216186880,293531648,364007424
2021/8/10 9:51,411807744,133672960,18587648,216215552,306823168,364003328
2021/8/10 9:51,412069888,133693440,33107968,216227840,347398144,364027904
2021/8/10 9:52,412069888,133824512,73785344,216252416,347668480,364142592
2021/8/10 9:52,411942912,133824512,73805824,216285184,347697152,364298240
2021/8/10 9:52,411967488,133865472,73809920,216305664,347729920,364281856
2021/8/10 9:52,411033600,134017024,73830400,216313856,210186240,222560256
2021/8/10 9:53,117002240,132947968,73830400,143691776,140103680,154148864
2021/8/10 9:53,117002240,70778880,73846784,143695872,140115968,154230784
2021/8/10 9:53,117014528,70782976,63787008,143699968,138059776,154173440
2021/8/10 9:53,117030912,70782976,63799296,137359360,138067968,154185728
2021/8/10 9:54,117030912,70787072,61186048,137367552,138067968,154185728
2021/8/10 9:54,117030912,70787072,61194240,137310208,138199040,154189824
2021/8/10 9:54,117035008,70799360,61206528,132706304,138203136,154193920
2021/8/10 9:54,117035008,70803456,61222912,132706304,138076160,154193920
2021/8/10 9:55,102916096,70803456,61227008,132710400,138084352,138362880
2021/8/10 9:55,102928384,66211840,61231104,132706304,138084352,135819264
2021/8/10 9:55,181174272,71368704,62205952,163409920,150970368,168288256
2021/8/10 9:55,225583104,72187904,64618496,155955200,160661504,170500096
2021/8/10 9:56,240852992,72339456,64798720,150757376,153387008,156098560
2021/8/10 9:56,235343872,74141696,64352256,151384064,154267648,173740032
2021/8/10 9:56,239972352,75063296,64352256,161345536,156979200,162914304
2021/8/10 9:56,247775232,76173312,64925696,155652096,160755712,163422208
2021/8/10 9:57,244404224,77979648,65691648,155668480,157831168,159293440
2021/8/10 9:57,247230464,78360576,65540096,155672576,158588928,159399936
2021/8/10 9:57,256987136,78385152,65847296,156524544,160952320,162779136
2021/8/10 9:57,256987136,78385152,66510848,162242560,160964608,162754560
2021/8/10 9:58,259342336,78385152,67170304,165076992,161816576,162787328
2021/8/10 9:58,261517312,79044608,66297856,166375424,161595392,163000320
2021/8/10 9:58,261517312,79044608,67108864,169005056,161927168,163332096
2021/8/10 9:58,261517312,79044608,67641344,169078784,162070528,163336192
2021/8/10 9:59,261517312,79044608,67489792,167178240,162115584,163852288
2021/8/10 9:59,255868928,80945152,66617344,167350272,162148352,163909632
2021/8/10 9:59,256790528,80945152,67252224,167526400,162148352,163966976
2021/8/10 9:59,256790528,80945152,67506176,167604224,162152448,163983360
2021/8/10 10:00,239235072,80945152,67194880,167669760,162185216,165666816
2021/8/10 10:00,239235072,81702912,67477504,167673856,162226176,172675072
2021/8/10 10:00,239235072,81702912,67252224,167698432,164380672,170377216
2021/8/10 10:00,239235072,81702912,67235840,168722432,162443264,170471424
2021/8/10 10:01,239235072,81702912,67555328,168738816,162459648,170569728
2021/8/10 10:01,239235072,81702912,67317760,172105728,162238464,170455040
2021/8/10 10:01,239235072,81702912,67317760,172109824,163201024,170573824
2021/8/10 10:01,239235072,81702912,68104192,174551040,163287040,170459136
2021/8/10 10:02,239235072,81702912,67121152,174653440,163323904,170479616
2021/8/10 10:02,239235072,81702912,67260416,175890432,163401728,170536960
2021/8/10 10:02,239235072,81702912,67440640,175894528,163553280,170622976
2021/8/10 10:02,239235072,81702912,67588096,175894528,163577856,170827776
2021/8/10 10:03,239235072,81702912,68055040,175927296,165933056,171761664
2021/8/10 10:03,239235072,81702912,67522560,175931392,165941248,171802624
2021/8/10 10:03,239235072,81702912,67551232,175943680,163713024,171786240
2021/8/10 10:03,239235072,81702912,67584000,175927296,166612992,171798528
2021/8/10 10:04,239235072,81702912,67620864,176062464,168960000,171798528
2021/8/10 10:04,239235072,81702912,67751936,175931392,168960000,171798528
2021/8/10 10:04,239235072,81702912,67690496,175960064,168980480,171810816
2021/8/10 10:04,239235072,81702912,67690496,175943680,168964096,166244352
2021/8/10 10:06,118616064,,67993600,175947776,168980480,166133760
2021/8/10 10:06,165904384,85106688,67993600,175947776,168980480,166133760
2021/8/10 10:06,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:07,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:07,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:07,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:07,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:08,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:08,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:08,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:08,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:09,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:09,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:09,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:09,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:10,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:10,164970496,84152320,67993600,175947776,168980480,166133760
2021/8/10 10:10,164970496,84152320,67993600,175947776,168980480,165208064
2021/8/10 10:10,164970496,84152320,11231232,64307200,60747776,165208064
2021/8/10 10:11,164970496,84152320,11231232,,,
2021/8/10 10:11,164970496,84152320,,,,
2021/8/10 10:11,0,0,,,,
2021/8/10 10:11,0,0,,,,
2021/8/10 10:12,0,,,,,
2021/8/10 10:13,851968,897024,1101824,950272,860160,921600
2021/8/10 10:13,851968,897024,1007616,10530816,860160,921600
2021/8/10 10:13,851968,23330816,1007616,2584576,860160,15826944
2021/8/10 10:13,14344192,15052800,1007616,97521664,860160,2768896
2021/8/10 10:14,51134464,30023680,1007616,139149312,860160,83374080
2021/8/10 10:14,64016384,68456448,1007616,139259904,17387520,91017216
2021/8/10 10:14,64016384,70664192,20455424,139378688,84414464,84353024
2021/8/10 10:14,104710144,70676480,8351744,139378688,85360640,97361920
2021/8/10 10:15,104730624,70696960,8351744,139374592,85360640,138186752
2021/8/10 10:15,106864640,70709248,8351744,141664256,140791808,138166272
2021/8/10 10:15,106864640,70709248,8351744,141664256,140791808,138211328
2021/8/10 10:15,106958848,70778880,22134784,141561856,140824576,138633216
2021/8/10 10:16,107089920,70778880,65019904,141635584,141344768,138547200
2021/8/10 10:16,153292800,70811648,65052672,141774848,141103104,138547200
2021/8/10 10:16,153292800,72261632,66527232,165298176,161636352,148951040
2021/8/10 10:16,153292800,72261632,69607424,155111424,157007872,154013696
2021/8/10 10:17,153292800,72261632,69693440,155111424,158937088,166985728
2021/8/10 10:17,153292800,72261632,70578176,167960576,159268864,157233152
2021/8/10 10:17,246001664,78176256,70975488,156696576,161202176,157839360
2021/8/10 10:17,236503040,79720448,70975488,163880960,173641728,158240768
2021/8/10 10:18,249348096,80310272,71614464,172511232,173678592,161202176
2021/8/10 10:18,243003392,80969728,71938048,162430976,174571520,166326272
2021/8/10 10:18,248356864,81358848,72028160,163127296,168574976,170602496
2021/8/10 10:18,256016384,83365888,72073216,161193984,168620032,171098112
2021/8/10 10:19,257851392,83755008,69816320,161574912,170979328,174485504
2021/8/10 10:19,255848448,83640320,69783552,161959936,168734720,172322816
2021/8/10 10:19,256180224,84017152,69877760,162291712,168419328,172425216
2021/8/10 10:19,249516032,84033536,69877760,175046656,168968192,172556288
2021/8/10 10:20,249516032,84242432,69881856,172830720,247267328,180215808
2021/8/10 10:20,249516032,84242432,70709248,173080576,177537024,180273152
2021/8/10 10:20,249516032,84242432,70709248,173113344,177623040,180363264
2021/8/10 10:20,251957248,84873216,69935104,173121536,177659904,180465664
2021/8/10 10:21,262983680,84873216,70189056,173338624,177737728,181334016
2021/8/10 10:21,259186688,85331968,70496256,173428736,177848320,181501952
2021/8/10 10:21,258093056,85389312,70373376,177885184,177745920,181641216
2021/8/10 10:21,232124416,84910080,70361088,182554624,179884032,181526528
2021/8/10 10:22,229781504,84557824,70361088,182538240,179924992,181510144
2021/8/10 10:22,230686720,84226048,70365184,182538240,182927360,181518336
2021/8/10 10:22,230690816,84226048,70393856,182542336,182931456,181522432
2021/8/10 10:22,230690816,84226048,70402048,182542336,182935552,181522432
2021/8/10 10:23,230690816,84226048,70410240,182542336,182935552,181522432
2021/8/10 10:23,230690816,84234240,70418432,182542336,182935552,181522432
2021/8/10 10:23,230690816,84234240,70426624,182542336,182935552,181534720
2021/8/10 10:23,230694912,84234240,70430720,177864704,185708544,181534720
2021/8/10 10:24,230694912,84242432,70430720,177864704,182956032,176742400
2021/8/10 10:24,230694912,84242432,70430720,177864704,182956032,176742400
2021/8/10 10:24,245612544,84992000,70365184,178872320,182976512,176766976
2021/8/10 10:24,245612544,84992000,70393856,180158464,183013376,176820224
2021/8/10 10:25,255406080,84992000,70283264,180154368,184037376,176820224
2021/8/10 10:25,237600768,84930560,70516736,183083008,184070144,176893952
2021/8/10 10:25,235917312,84930560,70516736,183099392,184070144,176893952
2021/8/10 10:25,229380096,84496384,70471680,183820288,184057856,176893952
2021/8/10 10:26,229380096,84627456,70475776,184000512,184098816,177868800
2021/8/10 10:26,229380096,84500480,70381568,184000512,184098816,179236864
2021/8/10 10:26,119746560,61472768,11329536,184000512,193458176,179236864
2021/8/10 10:26,119746560,60575744,11329536,184000512,193458176,178315264
2021/8/10 10:27,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:27,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:27,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:27,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:28,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:28,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:28,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:28,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:29,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:29,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:29,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:29,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:30,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:30,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:30,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:30,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:31,119746560,60575744,10321920,184000512,193458176,178315264
2021/8/10 10:31,0,0,10321920,,193458176,0
2021/8/10 10:33,925696,933888,860160,892928,860160,897024
2021/8/10 10:33,925696,933888,860160,892928,860160,897024
2021/8/10 10:33,925696,18456576,860160,15732736,860160,2973696
2021/8/10 10:34,925696,18456576,860160,86917120,14757888,83169280
2021/8/10 10:34,925696,25104384,860160,99336192,98349056,83836928
2021/8/10 10:34,51363840,40357888,5558272,141017088,98242560,83836928
2021/8/10 10:34,51367936,40357888,8204288,141176832,98947072,83939328
2021/8/10 10:35,66269184,80605184,8204288,141197312,98947072,139411456
2021/8/10 10:35,106823680,80752640,8204288,141238272,109031424,139411456
2021/8/10 10:35,106913792,80773120,21889024,141217792,152592384,139595776
2021/8/10 10:35,107036672,80822272,61693952,141287424,152383488,139603968
2021/8/10 10:36,107040768,80822272,61784064,141443072,152530944,139636736
2021/8/10 10:36,107057152,80842752,61825024,147894272,152498176,139644928
2021/8/10 10:36,107065344,80867328,61841408,147914752,152535040,139661312
2021/8/10 10:36,107089920,82989056,61861888,147296256,152469504,141799424
2021/8/10 10:37,107098112,82993152,61870080,147435520,152608768,141803520
2021/8/10 10:37,107098112,82993152,61870080,147308544,152481792,141807616
2021/8/10 10:37,107098112,83001344,61878272,147329024,150896640,141807616
2021/8/10 10:37,107098112,83001344,62451712,155127808,160837632,152719360
2021/8/10 10:38,107098112,83001344,64045056,174026752,161640448,156516352
2021/8/10 10:38,107098112,83001344,63561728,157532160,161669120,153513984
2021/8/10 10:38,107098112,83001344,63950848,154267648,178884608,159911936
2021/8/10 10:38,187011072,72912896,64073728,154521600,162398208,159985664
2021/8/10 10:39,227119104,75075584,64065536,155504640,151158784,160055296
2021/8/10 10:39,195821568,76914688,64499712,159051776,151810048,158216192
2021/8/10 10:39,227090432,80728064,65765376,161513472,152367104,158797824
2021/8/10 10:39,227094528,80728064,68059136,164249600,152457216,158797824
2021/8/10 10:40,227094528,80728064,67317760,164261888,152457216,158863360
2021/8/10 10:40,218116096,80728064,67383296,164261888,152457216,158846976
2021/8/10 10:40,215547904,79990784,67383296,164552704,152457216,158846976
2021/8/10 10:40,215547904,79990784,67383296,164552704,152457216,158846976
2021/8/10 10:41,201113600,79618048,67731456,164712448,152961024,160264192
2021/8/10 10:41,200990720,82677760,67616768,164610048,152965120,161173504
2021/8/10 10:41,220336128,82677760,67616768,164655104,153219072,164093952
2021/8/10 10:41,230203392,83623936,66973696,164716544,154234880,165408768
2021/8/10 10:42,246902784,84967424,67047424,166678528,155537408,166359040
2021/8/10 10:42,251604992,85270528,67092480,170086400,175378432,164233216
2021/8/10 10:42,251604992,85270528,67792896,169865216,159318016,164233216
2021/8/10 10:42,253988864,86327296,67792896,169836544,159481856,164372480
2021/8/10 10:43,254955520,86327296,67063808,169906176,159461376,164634624
2021/8/10 10:43,248918016,86192128,67280896,169967616,159346688,164179968
2021/8/10 10:43,257273856,86417408,67411968,169967616,159346688,164212736
2021/8/10 10:43,257273856,86417408,67821568,169963520,159404032,164343808
2021/8/10 10:44,257273856,86417408,66633728,173404160,159404032,164245504
2021/8/10 10:44,257273856,86417408,67252224,173436928,159485952,164405248
2021/8/10 10:44,257273856,86417408,66859008,170139648,159498240,164802560
2021/8/10 10:44,235823104,86593536,66949120,168071168,159580160,164839424
2021/8/10 10:45,227966976,86249472,67235840,167968768,160346112,164483072
2021/8/10 10:45,227770368,86126592,67264512,167968768,160481280,164470784
2021/8/10 10:45,269500416,86310912,67702784,167989248,162799616,164470784
2021/8/10 10:45,269500416,86310912,67993600,168124416,162996224,165720064
2021/8/10 10:46,269500416,86310912,67207168,168345600,163094528,165900288
2021/8/10 10:46,269500416,86310912,67215360,168460288,163102720,168062976
2021/8/10 10:46,269500416,86310912,68018176,168615936,163102720,168062976
2021/8/10 10:46,269500416,86310912,67072000,168615936,163266560,168910848
