timeStamp,elapsed
1.62865E+12,491
1.62865E+12,587
1.62865E+12,588
1.62865E+12,572
1.62865E+12,645
1.62865E+12,588
1.62865E+12,586
1.62865E+12,601
1.62865E+12,607
1.62865E+12,565
1.62865E+12,587
1.62865E+12,683
1.62865E+12,690
1.62865E+12,605
1.62865E+12,620
1.62865E+12,810
1.62865E+12,634
1.62865E+12,627
1.62865E+12,607
1.62865E+12,480
1.62865E+12,645
1.62865E+12,634
1.62865E+12,599
1.62865E+12,509
1.62865E+12,619
1.62865E+12,600
1.62865E+12,744
1.62865E+12,741
1.62865E+12,610
1.62865E+12,631
1.62865E+12,624
1.62865E+12,729
1.62865E+12,744
1.62865E+12,741
1.62865E+12,739
1.62865E+12,614
1.62865E+12,629
1.62865E+12,608
1.62865E+12,636
1.62865E+12,612
1.62865E+12,609
1.62865E+12,628
1.62865E+12,626
1.62865E+12,508
1.62865E+12,613
1.62865E+12,617
1.62865E+12,629
1.62865E+12,518
1.62865E+12,546
1.62865E+12,586
1.62865E+12,625
1.62865E+12,706
1.62865E+12,534
1.62865E+12,722
1.62865E+12,626
1.62865E+12,537
1.62865E+12,617
1.62865E+12,626
1.62865E+12,643
1.62865E+12,494
1.62865E+12,495
1.62865E+12,763
1.62865E+12,512
1.62865E+12,526
1.62865E+12,606
1.62865E+12,621
1.62865E+12,621
1.62865E+12,604
1.62865E+12,467
1.62865E+12,721
1.62865E+12,610
1.62865E+12,618
1.62865E+12,620
1.62865E+12,550
1.62865E+12,553
1.62865E+12,589
1.62865E+12,605
1.62865E+12,610
1.62865E+12,621
1.62865E+12,479
1.62865E+12,700
1.62865E+12,561
1.62865E+12,582
1.62865E+12,568
1.62865E+12,600
1.62865E+12,484
1.62865E+12,584
1.62865E+12,581
1.62865E+12,631
1.62865E+12,586
1.62865E+12,715
1.62865E+12,501
1.62865E+12,620
1.62865E+12,602
1.62865E+12,709
1.62865E+12,490
1.62865E+12,598
1.62865E+12,760
1.62865E+12,615
1.62865E+12,776
1.62865E+12,512
1.62865E+12,495
1.62865E+12,589
1.62865E+12,600
1.62865E+12,677
1.62865E+12,581
1.62865E+12,512
1.62865E+12,530
1.62865E+12,680
1.62865E+12,545
1.62865E+12,522
1.62865E+12,502
1.62865E+12,620
1.62865E+12,829
1.62865E+12,554
1.62865E+12,634
1.62865E+12,636
1.62865E+12,569
1.62865E+12,637
1.62865E+12,495
1.62865E+12,646
1.62865E+12,658
1.62865E+12,507
1.62865E+12,642
1.62865E+12,658
1.62865E+12,483
1.62865E+12,576
1.62865E+12,583
1.62865E+12,609
1.62865E+12,523
1.62865E+12,601
1.62865E+12,623
1.62865E+12,625
1.62865E+12,619
1.62865E+12,501
1.62865E+12,609
1.62865E+12,722
1.62865E+12,498
1.62865E+12,590
1.62865E+12,847
1.62865E+12,598
1.62865E+12,691
1.62865E+12,570
1.62865E+12,989
1.62865E+12,642
1.62865E+12,492
1.62865E+12,597
1.62865E+12,768
1.62865E+12,621
1.62865E+12,741
1.62865E+12,703
1.62865E+12,609
1.62865E+12,573
1.62865E+12,557
1.62865E+12,565
1.62865E+12,621
1.62865E+12,587
1.62865E+12,703
1.62865E+12,614
1.62865E+12,537
1.62865E+12,586
1.62865E+12,587
1.62865E+12,724
1.62865E+12,487
1.62865E+12,730
1.62865E+12,506
1.62865E+12,411
1.62865E+12,485
1.62865E+12,607
1.62865E+12,774
1.62865E+12,627
1.62865E+12,534
1.62865E+12,661
1.62865E+12,698
1.62865E+12,524
1.62865E+12,786
1.62865E+12,714
1.62865E+12,629
1.62865E+12,641
1.62865E+12,581
1.62865E+12,627
1.62865E+12,614
1.62865E+12,634
1.62865E+12,594
1.62865E+12,707
1.62865E+12,566
1.62865E+12,719
1.62865E+12,540
1.62865E+12,722
1.62865E+12,625
1.62865E+12,638
1.62865E+12,795
1.62865E+12,662
1.62865E+12,618
1.62865E+12,545
1.62865E+12,624
1.62865E+12,475
1.62865E+12,595
1.62865E+12,467
1.62865E+12,458
1.62865E+12,756
