00001,-187.130 
00002,-258.383 
00003,-134.862 
00004,-115.631 
00005,-100.099 
00006,-225.099 
00007,-183.432 
00008,-225.099 
00009,-166.667 
00010,-166.667 
00011,-133.383 
00012,-164.818 
00013,-50.049 
00014,-221.400 
00015,-115.631 
00016,-169.502 
00017,-291.667 
00018,-218.565 
00019,-91.716 
00020,-223.250 
00021,-299.063 
00022,-238.782 
00023,-297.214 
00024,-104.783 
00025,-141.765 
00026,-297.214 
00027,-223.250 
00028,-225.099 
00029,-206.484 
00030,-206.484 
00031,-141.765 
00032,-188.116 
00033,-223.250 
00034,-191.815 
00035,-206.484 
00036,-206.484 
00037,-218.565 
00038,-208.333 
00039,-206.484 
00040,-141.765 
00041,-208.333 
00042,-206.484 
00043,-206.484 
00044,-189.719 
00045,-189.719 
00046,-297.214 
00047,-265.779 
00048,-297.214 
00049,-223.250 
00050,-258.383 
00051,-297.214 
00052,-223.250 
00053,-225.099 
00054,-183.432 
00055,-133.383 
00056,-115.631 
00057,-299.063 
00058,-297.214 
00059,-115.631 
00060,-258.383 
00061,-138.067 
00062,-265.779 
00063,-100.099 
00064,-225.099 
00065,-215.730 
00066,-225.099 
00067,-258.383 
00068,-258.383 
00069,-183.432 
00070,-225.099 
00071,-225.099 
00072,-258.383 
00073,-125.000 
00074,-208.333 
00075,-258.383 
00076,-125.000 
00077,-125.000 
00078,-104.783 
00079,-125.000 
00080,-225.099 
00081,-225.099 
00082,-258.383 
00083,-258.383 
00084,-138.067 
00085,-253.698 
00086,-221.400 
00087,-166.667 
00088,-166.667 
00089,-166.667 
00090,-166.667 
00091,-225.099 
00092,-133.383 
00093,-169.502 
00094,-13.067 
00095,-132.396 
00096,-125.000 
00097,-125.000 
00098,-188.116 
00099,200.000 
00100,-208.333 
00101,-183.432 
00102,-100.099 
00103,-141.765 
00104,-100.099 
00105,-104.783 
00106,-100.099 
00107,-138.067 
00108,-188.116 
00109,-91.716 
00110,-188.116 
00111,-141.765 
00112,-225.099 
00113,-141.765 
00114,-138.067 
00115,-299.063 
00116,-133.383 
00117,-188.116 
00118,-170.365 
00119,-166.667 
00120,-188.116 
00121,-104.783 
00122,-223.250 
00123,-100.099 
00124,-133.383 
00125,-221.400 
00126,-100.099 
00127,-138.067 
00128,-138.067 
00129,-138.067 
00130,-208.333 
00131,-138.067 
00132,-138.067 
00133,-141.765 
00134,-189.719 
00135,-133.383 
00136,-41.667 
00137,-125.000 
00138,-191.815 
00139,-206.484 
00140,-225.099 
00141,-133.383 
00142,-138.067 
00143,-225.099 
00144,-183.432 
00145,-166.667 
00146,-125.000 
00147,-138.067 
00148,-125.000 
00149,-125.000 
00150,-125.000 
00151,-133.383 
00152,-125.000 
00153,-125.000 
00154,-125.000 
00155,-181.583 
00156,-13.067 
00157,-166.667 
00158,-125.000 
00159,-253.698 
00160,-225.099 
00161,-225.099 
00162,-225.099 
00163,-208.333 
00164,-125.000 
00165,-28.600 
00166,-91.716 
00167,-125.000 
00168,-125.000 
00169,-125.000 
00170,-133.383 
00171,-125.000 
00172,-132.396 
00173,-133.383 
00174,-133.383 
00175,-169.502 
00176,-125.000 
00177,-138.067 
00178,-125.000 
00179,-125.000 
00180,-221.400 
00181,-138.067 
00182,-133.383 
00183,-133.383 
00184,-170.365 
00185,-133.383 
00186,-166.667 
00187,-133.383 
00188,-41.667 
00189,-225.099 
00190,-100.099 
00191,-100.099 
00192,-133.383 
00193,-133.383 
00194,-133.383 
00195,-133.383 
00196,-133.383 
00197,-133.383 
00198,-41.667 
00199,-138.067 
00200,-125.000 
00201,-138.067 
00202,-133.383 
00203,-133.383 
00204,-100.099 
00205,-187.130 
00206,-133.383 
00207,-100.099 
00208,-189.719 
00209,-133.383 
